小区编号,小区栋数,小区户数（户）,小区人口数（人）,小区横坐标,小区纵坐标,街道编号,所属区域,最近路口节点,路口路线距离
52,7,552,1228,53.5702499999999,66.1513333333327,C0043,宽城区,5020,191.6668180405179
53,21,1250,3479,51.4260000000029,67.8490000000001,C0055,宽城区,9417,172.2055266524811
54,17,1233,3432,50.3230000000023,68.871333333334,C0055,宽城区,9418,168.4217686644069
55,2,616,1472,45.0910000000029,60.5900000000001,C0046,宽城区,7711,11.611439876156556
56,10,559,1194,49.0952500000006,64.2953333333338,C0045,宽城区,6200,117.71209608333561
57,7,611,1316,50.9847500000014,65.5789999999996,C0044,宽城区,5025,132.62350917441233
58,4,421,960,55.1322499999998,59.1170000000005,C0035,宽城区,6196,45.90765184420942
59,1,210,662,54.4555000000031,50.2733333333344,C0011,宽城区,1412,44.40784179004648
60,4,475,1024,63.0052499999998,49.8153333333325,C0003,宽城区,4859,196.00301719183418
61,11,650,1351,56.9412500000013,57.0769999999996,C0021,宽城区,3739,56.918848617841824
62,6,421,874,60.5997500000015,56.7446666666669,C0026,宽城区,3744,163.59737382284092
63,7,590,1260,50.2475000000011,63.8526666666669,C0045,宽城区,6206,104.93006578573458
64,11,540,1202,51.5597500000027,66.7196666666664,C0043,宽城区,9417,250.90252098415223
65,12,1045,2168,60.3477500000018,57.4190000000006,C0026,宽城区,3744,124.21432671761353
66,17,1381,3205,58.9587500000022,60.1076666666671,C0032,宽城区,7740,275.35170934613166
67,10,571,1186,50.3947500000024,64.600000000001,C0042,宽城区,6208,82.3457141570249
68,7,1703,3762,58.7650000000011,53.2536666666677,C0016,宽城区,2887,188.64635015199798
69,7,643,1333,61.5987500000017,55.6713333333339,C0026,宽城区,6597,202.64600345525133
70,9,764,1700,51.8547500000004,65.743,C0043,宽城区,5024,111.70102957007703
71,11,820,1785,48.9105000000016,62.9513333333331,C0048,宽城区,6216,98.32837751097829
72,9,659,1459,63.5242500000004,55.1300000000007,C0018,宽城区,6180,144.89865025101676
73,7,446,992,51.7395000000001,65.1896666666663,C0043,宽城区,5024,215.20038663311655
74,5,811,2023,62.1765000000032,59.6083333333345,C0028,宽城区,6303,11.948434392989641
75,15,2015,4649,64.1065000000012,64.5793333333344,C0031,宽城区,8207,341.48045971890235
76,3,1547,3602,55.0707500000023,55.2303333333342,C0013,宽城区,2880,214.85900493120877
77,10,865,1796,50.4975000000023,64.8823333333345,C0042,宽城区,6208,97.68533682819333
78,7,1405,3400,57.1307500000025,48.4200000000001,C0001,宽城区,6891,68.40147106927277
79,3,448,923,54.7247500000019,60.6556666666667,C0034,宽城区,8696,101.35959687686625
80,6,280,577,55.0224999999998,62.2456666666669,C0034,宽城区,7730,186.3510488523283
81,5,371,886,44.7160000000011,62.0110000000006,C0046,宽城区,3263,174.93045859442202
82,9,581,1349,57.9535,56.5443333333325,C0032,宽城区,9260,63.97503563154299
83,7,491,1246,53.9822500000007,72.235333333334,C0056,宽城区,4616,601.5401184445736
84,4,552,1285,53.5485000000016,51.730333333334,C0013,宽城区,4211,63.00047514459564
85,11,810,1834,47.7665000000016,64.0469999999998,C0050,宽城区,3059,86.18058080855512
86,12,911,2016,63.4414999999997,56.0196666666665,C0018,宽城区,6302,389.85967221240605
87,14,557,1331,45.354500000002,61.487666666667,C0046,宽城区,3263,96.09909566922185
88,1,89,203,56.3070000000003,58.835666666667,C0035,宽城区,7733,108.29844394085511
89,3,354,788,53.5545000000006,67.9903333333343,C0043,宽城区,8023,182.23322160828914
90,7,513,1096,50.5167499999999,63.039000000001,C0045,宽城区,3055,124.5634869134337
91,3,236,491,55.15325,57.4269999999994,C0021,宽城区,7728,28.444568721354315
92,13,843,1801,50.1557500000018,61.6383333333322,C0045,宽城区,7241,122.83494593632295
93,4,152,313,55.384250000003,61.4433333333343,C0034,宽城区,3151,86.70066537184559
94,10,731,1516,61.6057500000018,56.6190000000001,C0026,宽城区,5591,205.17352527502442
95,5,367,855,53.4842500000003,52.0953333333338,C0013,宽城区,6707,79.70147292050038
96,10,617,1496,49.0225000000031,61.387000000001,C0049,宽城区,4523,142.07182839319574
97,13,908,2265,60.34425,58.3703333333337,C0028,宽城区,7736,201.60942969193914
98,10,948,2042,52.8147500000031,63.788,C0044,宽城区,3138,140.29008030194112
99,16,1735,3574,58.6385000000007,69.428666666667,C0034,宽城区,1870,547.2263020645586
100,10,625,1346,50.4215000000023,63.3783333333327,C0044,宽城区,6206,113.24498102778612
101,10,618,1715,63.6787500000011,59.4810000000005,C0036,宽城区,4260,60.58554652693678
102,5,529,1246,53.8957500000024,55.5356666666664,C0020,宽城区,7503,153.72839487844092
103,6,390,905,56.9907500000006,59.6099999999993,C0032,宽城区,7734,157.36588845102148
104,6,472,1144,46.3942500000023,61.2043333333337,C0049,宽城区,7561,186.2711602986546
105,4,385,801,58.9515000000027,56.3643333333322,C0021,宽城区,6594,134.94064088206997
106,3,185,381,55.1727500000006,59.0189999999993,C0034,宽城区,6195,52.65487942318016
107,4,250,519,60.1197500000019,56.7223333333331,C0026,宽城区,3744,249.26358046074358
108,4,418,1545,57.0785000000029,52.7456666666666,C0009,宽城区,6710,206.84333658075172
109,6,524,1307,58.7772500000021,60.6946666666678,C0028,宽城区,3146,316.7244726239752
110,8,596,1262,51.690500000003,59.0806666666666,C0047,宽城区,1334,339.2284988026371
111,3,227,480,51.1395000000015,62.8676666666668,C0047,宽城区,3054,161.36331448097303
112,5,235,484,54.5834999999997,62.7550000000004,C0034,宽城区,8690,107.40165510718762
113,1,97,252,56.5727500000008,50.263666666666,C0008,宽城区,1529,51.955653979649995
114,15,835,2632,54.562500000003,52.5376666666659,C0011,宽城区,1111,76.21469301263362
115,4,246,511,56.7502500000003,58.644000000001,C0021,宽城区,7731,24.352411297380204
116,10,635,1405,62.6397500000024,57.4533333333325,C0018,宽城区,3745,109.98075733168177
117,7,520,1148,59.0012500000015,51.3423333333331,C0016,宽城区,3980,52.59939697179035
118,4,133,274,52.2165000000001,50.612000000001,C0015,宽城区,6744,44.18590359417853
119,3,218,462,52.4769999999997,62.3896666666658,C0047,宽城区,3139,191.14486933669227
120,1,37,77,56.0749999999999,60.2299999999995,C0034,宽城区,8695,153.32406696547028
121,8,578,1267,51.5605000000008,50.3283333333329,C0014,宽城区,6720,217.64991206988842
122,4,184,394,48.9355000000025,63.9296666666667,C0054,宽城区,6200,103.88585274255615
123,13,1298,4224,54.6070000000007,50.9529999999998,C0012,宽城区,1445,76.14637188979512
124,1,363,802,59.9782500000003,54.9913333333336,C0016,宽城区,7490,115.63759111967727
125,5,391,843,49.2247500000005,63.6266666666667,C0044,宽城区,6207,106.73024988258544
126,12,497,1070,51.3022500000027,64.7013333333343,C0044,宽城区,6208,209.9438987072965
127,1,78,207,56.5147500000016,58.3173333333325,C0017,宽城区,7732,79.62707479287712
128,7,270,556,52.8707500000003,51.9970000000001,C0015,宽城区,3975,59.10806272481843
129,3,374,846,47.9235000000031,64.403666666666,C0050,宽城区,3059,182.08019691463892
130,4,340,1135,62.8127500000026,50.4559999999993,C0004,宽城区,8126,251.39497197820376
131,1,378,1049,54.9237500000004,53.1349999999999,C0010,宽城区,2884,233.3671015715422
132,1,225,597,56.6107500000008,57.7023333333339,C0017,宽城区,3739,186.20980421501403
133,3,281,746,57.6152500000013,57.0216666666662,C0017,宽城区,6611,77.50101398023511
134,4,285,922,62.5437499999997,59.3339999999998,C0038,宽城区,6303,158.56358780497482
135,1,62,144,52.9295000000012,50.5646666666664,C0013,宽城区,1158,26.582506127029305
136,11,708,1971,52.2072500000022,67.5113333333333,C0055,宽城区,9417,130.18980064573026
137,4,396,854,63.6792499999999,50.285,C0003,宽城区,8126,333.28639110518617
138,10,781,1684,63.2495000000013,49.093333333334,C0003,宽城区,3074,37.445568816539456
139,7,508,1410,63.7354999999999,58.6979999999997,C0036,宽城区,4260,300.29686186816554
140,3,190,504,56.9102500000014,57.3946666666672,C0017,宽城区,3739,90.71436364985539
141,7,323,783,47.08325,61.7830000000007,C0049,宽城区,3265,63.70773622698421
142,8,562,1190,52.069000000003,62.8876666666661,C0047,宽城区,3138,266.5100775575942
143,3,108,254,55.1322499999998,59.1170000000005,C0020,宽城区,6196,45.90765184420942
144,7,740,1963,58.6070000000021,52.6653333333324,C0017,宽城区,1879,157.10421463984179
145,7,585,1418,45.9142500000027,60.1036666666677,C0049,宽城区,6393,259.65149617025736
146,1,116,241,60.9357500000023,55.522666666666,C0026,宽城区,6597,194.78205634022405
147,2,173,646,58.0617500000002,49.724,C0007,宽城区,1514,11.08427354398106
148,12,853,1959,55.5490000000027,51.7966666666657,C0006,宽城区,6711,83.36488277400463
149,7,667,1664,58.8405000000023,61.2289999999997,C0028,宽城区,3146,144.56010558951579
150,5,316,669,51.9722500000022,64.2986666666658,C0047,宽城区,3138,393.7687430962237
151,7,312,756,47.1874999999997,61.7479999999991,C0049,宽城区,3265,81.89623631017795
152,4,219,464,52.3629999999997,65.0513333333341,C0047,宽城区,5023,337.534464961338
153,5,344,729,51.3022500000027,64.7013333333343,C0047,宽城区,6208,209.9438987072965
154,5,234,785,52.1952500000005,50.2013333333338,C0057,宽城区,1470,55.5404066248219
155,5,414,871,63.0387500000005,50.7500000000007,C0005,宽城区,8126,138.69087675805477
156,5,377,835,62.2507500000005,57.2690000000004,C0018,宽城区,3745,28.73286397115761
157,7,672,1705,54.338750000003,68.6196666666656,C0056,宽城区,4608,340.5202452505921
158,3,354,1081,59.5750000000024,52.1300000000006,C0002,宽城区,3977,48.631097723338776
159,4,277,662,45.5550000000002,62.7153333333344,C0046,宽城区,7705,51.98393905799736
160,3,443,1044,55.7775000000014,60.7680000000007,C0020,宽城区,8697,94.40627640149798
161,1,328,1095,61.7390000000029,49.7873333333345,C0004,宽城区,4508,161.02333942601516
162,1,240,514,51.4812500000019,63.4970000000005,C0054,宽城区,3054,390.5220071735464
163,8,439,972,62.3865000000023,56.5113333333329,C0018,宽城区,5590,98.73151324914558
164,2,111,261,55.384250000003,61.4433333333343,C0020,宽城区,3151,86.70066537184559
165,9,467,951,47.2410000000032,68.2100000000006,C0052,宽城区,6397,243.4548582756059
166,3,1185,2792,53.6187500000018,56.0169999999995,C0020,宽城区,8694,87.75499485378191
167,3,188,523,51.7752500000022,63.2043333333338,C0055,宽城区,3138,318.5911683503132
168,7,570,1315,63.3510000000008,60.7009999999993,C0031,宽城区,6179,342.3824157583377
169,30,3319,7330,65.2070000000009,43.5193333333335,E0033,二道区,7244,52.599332687187434
170,34,2525,6309,70.6389999999999,43.3019999999994,E0007,二道区,7298,29.476015771975746
171,19,1796,3659,67.0455000000025,44.8019999999995,E0009,二道区,2473,102.37059577811246
172,24,2413,7817,71.0104999999999,42.3813333333338,E0018,二道区,2417,126.36200950849558
173,30,5230,11489,69.8310000000006,42.307666666666,E0008,二道区,2416,96.71623839726026
174,12,2138,4315,71.8337499999997,43.1526666666666,E0015,二道区,9709,72.63322381549719
175,22,2689,6719,69.9232500000022,43.5033333333337,E0007,二道区,7639,57.7463991992155
176,10,2230,5153,71.3410000000003,44.7013333333336,E0014,二道区,2467,69.86861778417332
177,16,2773,7266,70.9077499999999,48.6473333333327,E0030,二道区,2592,316.54409786849794
178,34,982,1995,65.6145000000024,39.4813333333322,E0012,二道区,2403,102.86708641936981
179,26,1506,3126,67.4835000000016,44.9409999999991,E0025,二道区,2472,23.591815529713507
180,20,873,1758,65.1020000000031,44.6479999999999,E0034,二道区,2515,55.5235913027137
181,13,1015,2220,70.4530000000005,44.5366666666658,E0006,二道区,7636,101.36966997619507
182,23,2646,6031,68.0390000000024,43.3956666666665,E0026,二道区,8523,122.54946194941681
183,36,3631,7397,66.9890000000031,42.9203333333324,E0009,二道区,2572,98.2977906389282
184,30,1187,2534,67.4700000000001,39.0753333333341,E0004,二道区,9171,25.13725903919573
185,22,2257,5378,67.5625000000011,58.1083333333344,E0036,二道区,7388,99.81364965636963
186,11,2096,5930,67.5870000000032,50.6076666666668,E0043,二道区,9802,61.49187624756836
187,22,1417,3980,69.0390000000001,39.5840000000002,E0005,二道区,2396,80.76757052200398
188,11,668,1460,69.7945000000004,45.4456666666658,E0006,二道区,2470,183.4633084958915
189,10,1468,2963,72.0280000000031,42.1359999999993,E0015,二道区,2418,40.79592136485552
190,15,828,1811,69.7312500000002,45.8216666666663,E0006,二道区,2470,304.56352938410487
191,19,3514,7681,70.0029999999998,39.8693333333332,E0017,二道区,2393,61.58791921978079
192,23,2843,7986,68.2335000000016,42.637999999999,E0005,二道区,8523,222.46095933562867
193,21,2067,4413,68.114750000003,41.1993333333337,E0004,二道区,8531,179.50120687935024
194,14,1577,5100,69.7045000000003,47.0169999999991,E0029,二道区,2557,76.44729384378584
195,6,841,1872,65.8477499999997,49.3159999999998,E0028,二道区,1383,162.92009364599053
196,8,1471,3173,72.0170000000024,44.6949999999996,E0024,二道区,2465,87.62706435279651
197,10,740,1767,65.8357500000015,41.4786666666676,E0013,二道区,7150,197.27317182011353
198,16,1941,4834,70.3942499999997,41.3066666666661,E0021,二道区,2425,162.31204475301848
199,17,1315,2875,70.0060000000029,40.9626666666677,E0006,二道区,2356,27.592867999304687
200,7,1402,3766,70.559750000001,49.0126666666673,E0023,二道区,2555,305.8852510370132
201,14,989,2307,73.0965000000019,41.2473333333333,E0016,二道区,2376,194.60293919461702
202,9,585,1249,67.4495000000022,40.6616666666674,E0004,二道区,8532,6.270435746175854
203,6,576,1313,68.8207500000004,45.4253333333341,E0026,二道区,2471,244.63112240348119
204,19,849,1936,69.503000000001,46.5639999999989,E0026,二道区,2558,195.6809710168909
205,9,754,1766,68.6260000000019,44.944666666666,E0027,二道区,7638,195.73198286512496
206,19,2248,6361,67.4650000000021,51.4933333333332,E0043,二道区,3603,114.81815729439013
207,54,2464,5774,67.9890000000007,46.3366666666663,E0027,二道区,7552,196.64873861746457
208,19,1032,2585,70.9370000000007,39.5800000000008,E0022,二道区,2392,59.375829215568245
209,27,1356,2987,69.59625,57.4040000000006,E0037,二道区,3302,73.40504982981771
210,2,1024,2366,69.3262500000031,41.4773333333329,E0014,二道区,2355,212.41258249355926
211,9,2135,4704,69.9552500000031,51.4926666666658,E0037,二道区,3608,275.0984542887573
212,10,389,792,68.8075000000019,40.7203333333328,E0009,二道区,2354,47.91896693423059
213,15,1401,3119,67.0072500000032,47.1010000000002,E0028,二道区,6930,99.84332359152079
214,13,648,1398,70.231500000002,46.1833333333341,E0024,二道区,2559,172.10572777345442
215,10,963,2077,69.9922500000021,47.4993333333345,E0024,二道区,2556,19.479500609869206
216,9,537,1178,67.3405000000003,41.3523333333335,E0010,二道区,8531,80.08599222848234
217,8,658,1648,70.0682500000021,44.8796666666667,E0022,二道区,2470,30.01756404420718
218,5,985,2413,75.0100000000025,44.2876666666668,E0048,二道区,8535,296.9136223482162
219,45,1920,5284,68.2197500000008,63.7376666666659,E0040,二道区,3306,266.69876501509617
220,7,532,1084,68.8552500000021,40.1993333333337,E0009,二道区,7644,40.395653980102175
221,24,3214,10019,71.1820000000003,57.1376666666671,E0039,二道区,3303,388.9860612416433
222,18,969,2135,69.585,58.3160000000002,E0037,二道区,7386,90.91405187484634
223,6,1619,4076,67.1447500000006,55.1953333333325,E0038,二道区,7405,52.36078165969788
224,7,587,1472,70.7070000000023,45.4496666666676,E0022,二道区,2469,173.00135579186508
225,18,1104,2421,66.4147499999999,42.1363333333342,E0010,二道区,2410,36.79756755236116
226,6,533,1169,66.6195000000016,41.6906666666677,E0010,二道区,2410,135.7547494559534
227,18,1385,3299,67.8917500000011,59.8916666666677,E0036,二道区,3300,95.90901821982735
228,9,426,868,67.2449999999998,45.3240000000008,E0009,二道区,6934,38.59895459781767
229,10,1746,4267,67.7777500000012,50.9953333333328,E0042,二道区,3603,117.70580939073959
230,10,1389,3823,68.0195000000019,61.0740000000002,E0040,二道区,4629,160.5055923763925
231,10,1389,3497,68.584750000003,56.5063333333337,E0038,二道区,6313,155.22017245760614
232,5,380,906,65.832750000002,41.9300000000007,E0013,二道区,2419,173.4315660308401
233,12,1022,2065,71.9242500000021,48.2853333333324,E0020,二道区,2592,56.346224261152855
234,15,993,2004,71.2740000000025,40.6730000000006,E0015,二道区,2357,176.79836483980782
235,11,820,2065,68.6057499999997,57.3763333333327,E0038,二道区,7400,106.62029075101763
236,5,214,434,65.6050000000015,40.3049999999989,E0012,二道区,7151,127.89040043895346
237,10,988,2561,67.8677500000013,53.3953333333344,E0041,二道区,9186,222.6724123007279
238,5,734,1902,68.5165000000012,54.5139999999999,E0041,二道区,5568,51.11936094173119
239,9,1049,2312,70.3790000000026,57.6736666666662,E0037,二道区,3302,208.2774617093438
240,7,632,1277,69.9922500000021,47.4993333333345,E0020,二道区,2556,19.479500609869206
241,7,950,2263,66.8035000000025,60.9076666666676,E0036,二道区,3292,30.472248300193133
242,10,643,1431,66.9652500000026,48.7036666666659,E0028,二道区,9762,194.96440894087098
243,7,1048,2884,67.7680000000009,61.5009999999998,E0040,二道区,4629,312.1788816436146
244,14,1108,2872,68.6190000000018,52.4666666666676,E0041,二道区,1389,124.62216323658659
245,13,1378,3599,74.109,57.3783333333324,E0032,二道区,8721,418.44280990285847
246,7,371,756,67.3145000000019,46.0009999999992,E0009,二道区,2561,32.325359401322714
247,22,1296,3384,73.2752500000018,57.1300000000008,E0032,二道区,4648,380.28226407527484
248,22,3232,8489,68.5155000000002,65.0093333333336,E0031,二道区,3307,147.8903387118039
249,11,507,1182,72.0745000000029,40.079666666666,E0016,二道区,2336,169.3757710183382
250,2,1056,2152,69.0045000000019,41.4869999999989,E0010,二道区,2415,196.66585527571908
251,5,471,1122,67.2635000000028,57.6879999999989,E0036,二道区,7141,11.72353651543929
252,2,116,236,66.2149999999997,38.9696666666666,E0012,二道区,2408,64.34789494697011
253,5,316,642,66.4905000000005,39.2003333333335,E0012,二道区,2408,79.08941186018126
254,7,1182,2401,65.4297499999998,40.5149999999992,E0011,二道区,2349,103.94502454624879
255,4,141,309,66.8710000000026,40.6519999999991,E0010,二道区,2351,72.16540768171997
256,4,273,637,73.2577499999998,41.9719999999989,E0016,二道区,2376,284.23054519763286
257,7,424,1010,67.7127500000019,58.4186666666658,E0036,二道区,7388,118.4243986873287
258,9,541,1187,67.5457500000007,47.2323333333335,E0010,二道区,7553,28.392544873902935
259,3,272,597,66.6457500000028,40.6716666666659,E0010,二道区,2351,57.57080204364164
260,3,350,768,68.2345000000026,41.9116666666663,E0034,二道区,2415,176.69510935799198
261,3,255,639,69.5675000000016,45.1029999999998,E0022,二道区,2471,89.61329298231627
262,8,749,1941,68.2365000000011,47.5143333333345,E0041,二道区,7554,235.87446369651022
263,3,276,659,65.5497500000024,41.1666666666667,E0011,二道区,7150,87.81142886893346
264,5,748,1745,71.6050000000017,39.5109999999998,E0016,二道区,2336,68.47454952360138
265,10,617,1470,67.9492500000016,58.1359999999999,E0036,二道区,7384,183.0849778652201
266,9,482,971,66.3170000000015,44.3266666666678,E0044,二道区,2386,59.92096394365265
267,5,309,1081,66.4647500000015,40.1989999999988,E0011,二道区,2409,38.580445017365406
268,14,1990,5157,69.9977500000024,58.8849999999989,E0041,二道区,7386,254.8764066007698
269,7,485,1215,70.0540000000025,41.5126666666671,E0022,二道区,2425,50.67236122356786
270,4,593,1536,67.8677500000013,53.3953333333344,E0041,二道区,9186,222.6724123007279
271,2,212,742,66.4862500000005,38.8786666666666,E0011,二道区,2408,35.52944108747091
272,3,246,861,66.8150000000019,39.0826666666655,E0011,二道区,7242,45.713816631770456
273,17,1000,2383,67.4830000000029,56.2830000000005,E0036,二道区,6312,89.85842450839654
274,27,2885,5828,68.5937500000016,48.4993333333345,E0020,二道区,2574,243.78303312398998
275,2,258,600,73.4787500000032,46.5469999999992,E0019,二道区,9705,443.8124536593164
276,11,1076,2563,67.9630000000024,57.2583333333322,E0036,二道区,7400,162.96261657164558
277,2,282,706,69.8187500000032,38.9293333333332,E0022,二道区,2430,44.38651503006335
278,14,1652,3936,69.6635000000008,61.6096666666669,E0036,二道区,6281,59.3751549386712
279,5,480,969,71.3612500000025,41.3580000000001,E0022,二道区,2358,204.085295701824
280,41,2100,4251,68.8562500000032,64.346333333333,E0001,二道区,6251,207.522069603303
281,14,1158,2344,67.5355000000018,56.5243333333333,E0001,二道区,6312,168.05883179389613
282,2,142,356,69.4442500000001,39.8613333333344,E0022,二道区,2395,67.31136866818183
283,4,309,1082,65.832750000002,41.9300000000007,E0011,二道区,2419,173.4315660308401
284,2,104,364,66.2754999999997,40.3589999999999,E0011,二道区,2409,92.90626655130042
285,2,312,1078,66.6195000000016,45.9313333333332,E0044,二道区,2563,45.08897475505796
286,5,128,320,71.2460000000021,45.5193333333336,E0022,二道区,2467,198.19407987600923
287,5,546,1368,68.5475000000011,38.6373333333339,E0022,二道区,2434,26.187922848253685
288,14,1021,2730,71.3822500000028,39.2500000000003,E0047,二道区,2448,112.05530063282241
289,5,261,698,72.0652500000014,39.7076666666673,E0047,二道区,2336,114.94122936549311
290,4,701,1874,71.5325,38.8893333333324,E0047,二道区,2448,67.13973700095775
291,6,350,813,73.0240000000002,40.2286666666664,E0019,二道区,2368,275.7171686819991
292,9,1114,2251,72.8752500000027,52.7230000000003,E0020,二道区,3157,167.87750886833763
293,5,314,636,67.7127500000019,58.4186666666658,E0003,二道区,7388,118.4243986873287
294,3,413,834,68.6575000000005,55.8036666666671,E0003,二道区,6313,98.14986907742308
295,5,404,1395,67.1999999999997,45.9193333333327,E0044,二道区,2561,46.76674989868485
296,3,260,652,71.5452499999998,39.9043333333324,E0047,二道区,2336,83.33416737692005
297,2,68,238,66.8710000000026,40.6519999999991,E0011,二道区,2351,72.16540768171997
298,6,406,1086,73.2377500000006,38.7406666666668,E0047,二道区,2337,335.8955373807155
299,9,695,2471,67.5707500000016,57.0326666666669,E0003,二道区,7399,71.75726237794572
300,5,179,478,69.2700000000031,40.5936666666662,E0047,二道区,2355,139.79075586027926
301,4,287,667,72.8875000000002,40.4983333333343,E0019,二道区,8100,283.99462595204096
302,3,180,481,72.2457500000004,39.4323333333328,E0047,二道区,2336,192.68725385750548
303,10,214,572,70.2914999999997,38.7756666666661,E0047,二道区,2445,105.17149761737329
304,7,634,2189,67.7777500000012,50.9953333333328,E0044,二道区,3603,117.70580939073959
305,18,1155,2683,72.004500000002,47.5986666666657,E0019,二道区,9121,179.73037894680874
306,5,546,1459,71.911250000003,38.7269999999991,E0047,二道区,2298,88.07154102118398
307,7,261,901,67.6270000000017,46.9873333333339,E0044,二道区,2550,46.287975111964926
308,4,267,714,72.6265000000019,38.8639999999991,E0047,二道区,2298,297.3199009227707
309,8,689,2379,68.8107500000008,53.6336666666675,E0044,二道区,5568,348.11276039760423
310,10,1362,3557,73.2752500000018,57.1300000000008,E0032,二道区,4648,380.28226407527484
311,16,1426,3872,69.3222500000026,61.0029999999995,E0002,二道区,4627,121.14972848180605
312,3,201,695,67.0680000000026,46.2246666666673,E0044,二道区,8086,58.125948461556796
313,3,128,449,66.2495000000014,40.6860000000009,E0011,二道区,2350,64.06026784541
