节点编号,路口横坐标,路口纵坐标,路口节点连接社区数,路口节点所属行政区
43,82.1941000000024,43.7721666666657,0.0,经开区
44,82.3692999999999,43.8377666666672,0.0,经开区
45,39.9199500000016,30.828866666667,0.0,长春新区(高新)
46,39.8728249999998,30.8321333333339,0.0,长春新区(高新)
47,39.4362000000008,30.3834999999992,0.0,朝阳区
48,38.3305250000028,29.2233333333343,0.0,长春新区(高新)
49,36.9911750000007,27.8414333333335,0.0,长春新区(高新)
50,36.0776999999999,26.914499999999,1.0,长春新区(高新)
51,35.9016000000025,26.7342333333337,0.0,长春新区(高新)
52,35.771050000001,26.5644333333341,0.0,长春新区(高新)
53,35.4685500000009,26.171033333334,0.0,长春新区(高新)
54,61.0843750000001,43.1809333333343,0.0,南关区
55,60.9814250000014,43.1809666666657,0.0,南关区
56,60.7350750000002,43.1758333333339,0.0,南关区
57,60.6249750000032,43.1674333333329,0.0,南关区
58,60.6015000000006,43.1667999999993,0.0,南关区
59,60.3843500000032,43.1297666666666,0.0,南关区
60,59.6209999999999,42.7451333333337,0.0,南关区
61,59.5871500000023,42.7271666666655,0.0,南关区
62,59.145700000002,42.4864666666664,0.0,南关区
63,59.0256750000009,42.4170333333341,0.0,南关区
64,58.2078000000017,41.9912000000006,0.0,南关区
65,56.901100000001,41.969633333333,0.0,南关区
66,56.184475000002,41.9555000000003,0.0,朝阳区
67,55.4386000000022,41.9421333333337,0.0,朝阳区
68,54.6064500000014,41.9394333333329,0.0,朝阳区
69,54.5846500000025,41.9399000000003,0.0,朝阳区
70,54.5483250000025,41.9377999999995,0.0,朝阳区
71,54.5237250000028,41.9377999999995,0.0,朝阳区
72,54.2071250000014,41.9272333333325,0.0,朝阳区
73,52.8414500000025,41.9087333333342,0.0,朝阳区
74,52.8047000000029,41.9082333333331,0.0,朝阳区
75,51.1058500000026,41.8830000000009,0.0,朝阳区
76,50.3651000000005,41.8677333333335,0.0,朝阳区
77,50.2555750000013,41.8657666666675,0.0,朝阳区
78,49.5262750000016,41.855933333333,0.0,朝阳区
79,48.7372000000015,41.8444333333336,0.0,朝阳区
80,48.2435500000022,41.8372999999998,0.0,朝阳区
81,47.7400250000031,41.8299999999997,0.0,朝阳区
82,47.1841750000017,41.8252333333342,0.0,朝阳区
83,47.0781250000023,41.8260000000004,0.0,朝阳区
84,46.8778000000008,41.8053999999989,0.0,朝阳区
85,45.3593750000003,42.027166666666,1.0,汽开区
86,44.0334500000006,42.6732999999994,0.0,汽开区
87,43.4589500000016,43.0187333333336,0.0,汽开区
88,29.8668500000012,24.8838000000002,0.0,汽开区
89,32.7758750000022,22.7440999999994,0.0,长春新区(高新)
90,32.814375000001,22.7121666666671,0.0,长春新区(高新)
91,34.6986500000028,21.3332999999996,0.0,长春新区(高新)
92,29.1661500000018,28.7679666666657,0.0,汽开区
93,29.1594250000031,28.7140999999996,0.0,汽开区
94,29.4863750000012,27.7199333333324,0.0,汽开区
95,29.1000250000018,26.7270000000011,0.0,汽开区
96,28.9047750000009,26.312666666667,0.0,汽开区
97,28.8990000000027,26.2865333333338,0.0,汽开区
98,30.0099750000022,31.3149333333342,0.0,汽开区
99,29.7881500000017,31.7168333333342,0.0,汽开区
100,29.7601250000028,31.7572666666663,0.0,汽开区
101,29.2908000000018,32.6059999999989,0.0,汽开区
102,28.8798500000027,33.3356999999997,0.0,汽开区
103,28.8401500000006,33.4053000000007,0.0,汽开区
104,28.4548750000013,34.1125333333328,0.0,汽开区
105,28.0197750000006,34.9633000000011,1.0,汽开区
106,45.533650000003,41.861466666667,0.0,汽开区
107,45.7543250000008,41.6638666666671,0.0,汽开区
108,48.9518500000017,40.0816000000006,0.0,朝阳区
109,48.770925000003,39.9067666666658,0.0,朝阳区
110,48.5980250000004,39.7395333333345,0.0,朝阳区
111,48.4457750000011,39.5980666666678,0.0,朝阳区
112,48.1910000000028,39.3639999999991,0.0,朝阳区
113,48.1604000000004,39.3335000000003,0.0,朝阳区
114,30.524175,19.8704333333334,2.0,长春新区(高新)
115,30.5532500000005,19.8464999999999,2.0,长春新区(高新)
116,32.4766500000031,18.4662666666663,0.0,长春新区(高新)
117,33.1587500000019,17.9761333333322,0.0,长春新区(高新)
118,33.29995,17.8612666666661,0.0,长春新区(高新)
119,27.4862750000011,22.135600000001,1.0,汽开区
120,34.7277249999998,21.3680333333339,0.0,长春新区(高新)
121,33.9280000000031,20.3417333333344,0.0,长春新区(高新)
122,32.8426250000007,22.7483666666662,0.0,长春新区(高新)
123,32.8031000000024,22.7786333333337,0.0,长春新区(高新)
124,29.8900750000009,24.9088666666661,0.0,汽开区
125,35.9819250000015,20.3830999999989,0.0,长春新区(高新)
126,36.0144000000027,20.3590666666666,0.0,长春新区(高新)
127,36.0518499999998,20.3348000000005,0.0,长春新区(高新)
128,36.0841500000007,20.3119333333343,0.0,长春新区(高新)
129,36.4502500000015,20.0662666666673,0.0,长春新区(高新)
130,37.4796500000016,19.9278000000002,0.0,长春新区(高新)
131,38.2579000000014,19.8635333333333,0.0,长春新区(高新)
132,39.0201250000004,19.8247999999997,0.0,长春新区(高新)
133,39.8278249999997,19.7907333333329,0.0,长春新区(高新)
134,40.5521499999999,19.7642666666672,0.0,长春新区(高新)
135,40.7797750000007,19.7375333333341,0.0,长春新区(高新)
136,41.7326750000022,32.6836999999998,1.0,朝阳区
137,41.7557250000016,31.048166666667,3.0,长春新区(高新)
138,41.777175,28.9861666666672,1.0,长春新区(高新)
139,18.0744750000024,29.9698333333325,0.0,汽开区
140,16.7437499999998,29.6734333333338,0.0,汽开区
141,15.4878750000016,29.3937,0.0,汽开区
142,15.4217250000031,29.3782333333326,0.0,汽开区
143,14.0869250000009,29.0660999999991,0.0,汽开区
144,12.0479000000024,28.6036666666666,0.0,汽开区
145,41.4171000000003,41.0490666666661,0.0,汽开区
146,41.4394250000001,41.0704,0.0,汽开区
147,41.3680999999997,41.3218333333324,0.0,汽开区
148,41.3370750000013,41.3257333333329,0.0,汽开区
149,41.3091750000021,41.3222333333323,0.0,汽开区
150,41.2748500000006,41.3171333333343,0.0,汽开区
151,41.1694000000011,41.1766333333337,0.0,汽开区
152,41.1856750000013,41.1176333333335,1.0,汽开区
153,41.2153500000017,41.0733000000008,0.0,汽开区
154,41.3245500000024,41.0197333333334,0.0,汽开区
155,41.6894000000028,40.7976333333338,1.0,汽开区
156,41.9410750000004,40.5530999999992,0.0,汽开区
157,42.2219500000018,40.2850333333333,0.0,汽开区
158,42.3209500000006,40.205233333334,0.0,汽开区
159,42.8442000000011,39.5374999999992,1.0,汽开区
160,43.2249500000026,39.268300000001,0.0,汽开区
161,43.2987500000017,39.2230333333335,0.0,汽开区
162,43.3204500000031,39.211033333333,0.0,汽开区
163,44.1083249999998,38.6957999999993,0.0,朝阳区
164,44.737425000001,38.2686333333335,0.0,朝阳区
165,45.1131500000024,37.8893999999998,0.0,朝阳区
166,45.8114250000001,37.2015333333332,0.0,朝阳区
167,45.8497000000016,37.1637000000007,0.0,朝阳区
168,45.8586000000025,37.1402999999996,0.0,朝阳区
169,46.1262750000024,36.8903000000008,0.0,朝阳区
170,46.5322750000006,36.4919666666665,0.0,朝阳区
171,46.9387500000025,36.0931333333336,2.0,朝阳区
172,47.3848250000017,35.6609000000011,1.0,朝阳区
173,47.5182000000025,35.5269333333344,0.0,朝阳区
174,48.0776750000018,34.973766666667,0.0,朝阳区
175,28.0126250000023,30.822533333333,0.0,汽开区
176,28.4799250000027,31.0424666666667,0.0,汽开区
177,28.506550000003,31.0564666666669,0.0,汽开区
178,30.9859250000031,32.3467999999991,0.0,汽开区
179,48.3927250000029,47.7192666666658,0.0,绿园区
180,48.5749750000011,47.6322333333338,0.0,绿园区
181,38.8719250000023,49.9878666666665,0.0,绿园区
182,38.8544500000023,49.9534666666672,0.0,绿园区
183,38.8853750000031,48.0060999999997,1.0,绿园区
184,38.8987500000013,47.0948666666663,1.0,绿园区
185,38.9101750000016,46.4974333333335,0.0,绿园区
186,38.9531250000026,45.5496000000011,1.0,绿园区
187,41.0248250000009,44.0365333333332,0.0,汽开区
188,40.9451500000024,44.0140333333332,0.0,汽开区
189,40.0876500000003,44.0048999999997,0.0,汽开区
190,38.9714750000003,43.9930333333341,0.0,绿园区
191,37.1393500000004,43.9679000000008,0.0,绿园区
192,37.1037750000021,43.9655333333325,0.0,绿园区
193,35.3364250000006,43.9383999999995,0.0,绿园区
194,33.0930000000009,43.9017666666667,0.0,绿园区
195,33.0416749999998,43.8983666666672,0.0,绿园区
196,38.5902750000007,36.5212000000004,0.0,汽开区
197,38.3773000000005,36.8123666666662,0.0,汽开区
198,37.1039000000017,38.5708333333336,0.0,汽开区
199,37.0537000000013,38.3194333333326,0.0,汽开区
200,38.9553000000014,46.4981333333322,1.0,绿园区
201,38.942825000003,47.0954000000011,1.0,绿园区
202,38.9331750000004,47.9290000000011,0.0,绿园区
203,38.9203500000015,48.7604666666665,1.0,绿园区
204,38.8973500000027,49.9526333333336,0.0,绿园区
205,36.959275000001,38.8913000000007,0.0,汽开区
206,37.1524250000022,39.1629000000009,1.0,汽开区
207,34.9855000000012,30.6748666666673,0.0,汽开区
208,33.322775000002,30.8131999999996,0.0,汽开区
209,46.0418750000002,32.6584666666676,0.0,朝阳区
210,46.0532250000014,32.7505000000012,0.0,朝阳区
211,46.0418500000017,32.8181333333338,0.0,朝阳区
212,46.0038500000017,32.9138000000005,0.0,朝阳区
213,45.8950250000001,33.0101999999997,0.0,朝阳区
214,45.5750750000021,32.9973666666656,0.0,朝阳区
215,45.4913250000004,32.9110333333323,0.0,朝阳区
216,45.4390250000003,32.8115666666662,0.0,朝阳区
217,45.4442999999998,32.7092666666668,0.0,朝阳区
218,45.6931500000017,32.4588333333343,0.0,朝阳区
219,45.7996999999999,32.4598666666655,1.0,朝阳区
220,45.8248250000004,32.468333333334,0.0,朝阳区
221,50.3321500000027,37.4570666666661,0.0,朝阳区
222,50.1855750000004,37.390866666667,0.0,朝阳区
223,50.1580500000003,37.3664666666661,0.0,朝阳区
224,50.1563249999997,36.9389999999991,1.0,朝阳区
225,50.1751250000027,36.9203999999996,0.0,朝阳区
226,50.6064750000022,36.9372666666668,1.0,朝阳区
227,50.6329500000007,36.9562666666662,0.0,朝阳区
228,50.7018250000009,37.1388666666661,0.0,朝阳区
229,50.6990000000016,37.1812333333329,0.0,朝阳区
230,50.4460000000009,37.4511333333345,1.0,朝阳区
231,45.5419750000026,33.0305,0.0,朝阳区
232,44.3674500000029,34.2063666666661,1.0,朝阳区
233,43.5852750000016,34.9564666666661,0.0,朝阳区
234,43.5503250000018,34.9905666666667,0.0,朝阳区
235,42.9156500000012,35.6542999999997,1.0,朝阳区
236,42.5667000000018,35.9937333333325,1.0,朝阳区
237,42.3497000000026,36.207366666666,0.0,朝阳区
238,42.0524499999999,36.4712666666662,0.0,朝阳区
239,41.9947250000021,36.525966666666,0.0,朝阳区
240,41.858450000003,36.648066666667,0.0,朝阳区
241,49.5014500000011,36.3273000000011,1.0,朝阳区
242,48.1058000000019,34.9985333333341,1.0,朝阳区
243,47.0086750000007,33.965466666667,0.0,朝阳区
244,46.0708500000031,33.0755000000001,0.0,朝阳区
245,38.5893000000017,32.6380333333323,0.0,朝阳区
246,38.8796000000013,32.6426000000003,0.0,朝阳区
247,39.154400000001,32.6469333333345,0.0,朝阳区
248,39.9645750000026,32.652800000001,1.0,朝阳区
249,40.6290499999997,32.6617000000008,1.0,长春新区(高新)
250,42.4546000000028,32.6965666666676,3.0,朝阳区
251,42.8442500000017,32.7033666666665,1.0,朝阳区
252,44.8479000000006,32.7384333333332,0.0,朝阳区
253,45.3851250000028,32.7499666666663,0.0,朝阳区
254,38.7784500000024,32.3881333333323,0.0,朝阳区
255,38.8012000000018,32.3581000000009,0.0,朝阳区
256,39.5136250000014,31.349400000001,0.0,朝阳区
257,39.8952750000028,30.7989999999994,0.0,长春新区(高新)
258,41.3714750000018,28.7402666666665,1.0,长春新区(高新)
259,42.6475000000011,26.8742333333331,1.0,长春新区(高新)
260,42.8320000000007,26.6158666666669,0.0,长春新区(高新)
261,42.8914750000011,26.5326000000007,0.0,长春新区(高新)
262,54.756225000002,32.9213000000005,0.0,朝阳区
263,54.7055250000028,32.9492666666672,0.0,朝阳区
264,54.1301250000004,33.5019333333335,0.0,朝阳区
265,53.7652749999999,33.868933333333,0.0,朝阳区
266,52.7595250000026,34.8501666666673,0.0,朝阳区
267,52.3206250000001,35.2863000000004,0.0,朝阳区
268,52.2984500000021,35.3077333333332,0.0,朝阳区
269,51.8448249999999,35.7583666666675,0.0,朝阳区
270,51.364975000002,36.2277666666676,0.0,朝阳区
271,38.2503000000014,32.6389666666671,0.0,朝阳区
272,50.4314000000008,38.1143666666664,0.0,朝阳区
273,50.4210750000027,38.5441999999993,1.0,朝阳区
274,50.413350000003,39.0581333333344,0.0,朝阳区
275,50.4034250000025,39.5890666666669,0.0,朝阳区
276,50.3897500000008,40.5158333333328,2.0,朝阳区
277,50.3825750000004,41.0358666666658,0.0,朝阳区
278,50.3666000000003,41.8079666666671,0.0,朝阳区
279,50.3660500000009,41.8338333333329,0.0,朝阳区
280,50.2551750000002,41.8315000000007,0.0,朝阳区
281,50.2561500000027,41.8061333333337,1.0,朝阳区
282,50.2941750000012,39.5862333333336,0.0,朝阳区
283,50.3019000000009,39.0561999999998,0.0,朝阳区
284,50.3142750000016,38.5445666666655,0.0,朝阳区
285,50.3194000000029,38.1122666666656,0.0,朝阳区
286,45.6938500000028,32.4142000000004,0.0,朝阳区
287,45.684425000001,32.2288333333323,0.0,朝阳区
288,45.7066250000011,31.0992666666673,0.0,朝阳区
289,45.7498750000021,29.0833999999999,2.0,长春新区(高新)
290,45.7444250000023,28.1554000000005,1.0,朝阳区
291,45.7414250000028,28.0545333333322,0.0,长春新区(高新)
292,45.7275750000008,26.7932666666676,1.0,长春新区(高新)
293,45.7318250000007,26.7193000000011,0.0,长春新区(高新)
294,47.2911500000031,17.0798,0.0,南关区
295,47.2928250000031,16.2464333333337,0.0,南关区
296,47.2945750000022,15.3758666666661,0.0,南关区
297,47.2945750000022,14.7143333333328,0.0,南关区
298,47.2959250000002,14.6574666666671,0.0,南关区
299,47.295075000001,11.962433333333,0.0,南关区
300,47.2950500000025,11.8966999999988,0.0,南关区
301,47.2979750000029,9.27526666666741,0.0,南关区
302,47.304350000001,8.64826666666592,0.0,南关区
303,51.694150000003,37.1528333333326,0.0,朝阳区
304,52.3148500000019,37.1631666666659,0.0,朝阳区
305,52.8825750000017,37.170766666667,0.0,朝阳区
306,52.9117250000013,37.1708999999996,0.0,朝阳区
307,53.4715000000006,37.181733333334,0.0,朝阳区
308,54.0602750000012,37.1845666666673,0.0,朝阳区
309,54.6339750000016,37.1965999999991,0.0,朝阳区
310,54.6811500000004,37.1981999999989,0.0,朝阳区
311,54.7068750000008,37.1995666666673,0.0,朝阳区
312,55.5408750000019,37.2118333333328,1.0,朝阳区
313,58.4857750000012,37.256433333333,0.0,南关区
314,59.4649250000003,37.2710666666668,0.0,南关区
315,59.6173000000029,37.2745666666674,0.0,南关区
316,59.7336249999998,37.2768333333345,0.0,南关区
317,61.2116750000027,37.2982333333335,0.0,南关区
318,62.1643750000018,37.312,0.0,南关区
319,62.5594000000014,37.3179999999991,0.0,南关区
320,54.5895750000014,26.8953666666671,0.0,南关区
321,52.4435750000016,26.841100000001,0.0,南关区
322,50.7050500000013,26.880366666667,0.0,朝阳区
323,50.4772250000016,26.8771333333338,0.0,朝阳区
324,48.8612000000011,26.7732999999997,0.0,长春新区(高新)
325,48.557725000002,26.7687999999993,2.0,长春新区(高新)
326,46.9396750000009,26.747699999999,1.0,长春新区(高新)
327,46.7665000000004,26.7454333333343,0.0,长春新区(高新)
328,46.4572000000025,26.7414000000012,0.0,长春新区(高新)
329,45.9897500000004,26.7922666666678,0.0,长春新区(高新)
330,43.9409499999996,26.7081000000005,0.0,长春新区(高新)
331,43.0552750000004,26.6801333333338,0.0,长春新区(高新)
332,42.3700500000024,26.4023999999997,0.0,长春新区(高新)
333,55.0699250000015,26.8518999999993,0.0,南关区
334,55.0437500000029,26.9263333333332,1.0,南关区
335,54.970400000002,27.0073666666661,0.0,南关区
336,54.8801000000019,27.0454666666661,0.0,南关区
337,54.7729250000018,27.0480999999994,0.0,南关区
338,54.5915250000029,26.7263333333337,0.0,南关区
339,54.7137000000006,26.5982333333336,0.0,南关区
340,54.7507750000023,26.5841000000009,0.0,南关区
341,54.8984250000011,26.5845333333322,1.0,南关区
342,54.9728000000016,26.6210666666661,1.0,南关区
343,55.0429750000028,26.6990000000007,0.0,南关区
344,63.3422750000001,33.0058333333341,0.0,南关区
345,64.5355000000016,33.0347333333331,0.0,经开区
346,64.5905500000019,33.0379666666663,0.0,经开区
347,65.9944250000031,33.047866666666,1.0,经开区
348,67.3252000000026,33.0068666666676,1.0,经开区
349,67.4530750000031,33.3117999999999,0.0,经开区
350,67.3236500000023,33.1540000000009,0.0,经开区
351,67.4937,32.8368666666658,0.0,经开区
352,67.6908249999997,32.8415666666662,0.0,经开区
353,67.8540000000005,33.0228000000001,0.0,经开区
354,67.8530500000001,33.1546666666659,0.0,经开区
355,67.6974750000028,33.3221666666669,0.0,经开区
356,54.5768250000016,45.1763333333328,0.0,朝阳区
357,54.5444750000002,45.2184999999995,0.0,朝阳区
358,54.5272500000031,45.2897666666677,0.0,朝阳区
359,54.5250500000023,45.7711999999996,0.0,朝阳区
360,54.5124750000028,46.3126666666677,0.0,朝阳区
361,54.5002250000017,46.8973999999989,1.0,朝阳区
362,54.4917250000019,47.4535999999996,0.0,朝阳区
363,54.4888750000006,47.751133333333,0.0,朝阳区
364,54.487850000001,47.7950999999995,0.0,朝阳区
365,54.4705500000013,48.4915666666671,0.0,朝阳区
366,54.4672750000004,49.2650000000007,0.0,宽城区
367,54.4665000000002,49.2926000000011,0.0,宽城区
368,54.4641500000012,49.3464333333336,0.0,宽城区
369,54.4608500000017,49.7030000000009,0.0,宽城区
370,48.1530000000028,39.3157999999995,0.0,朝阳区
371,48.0736000000022,39.264133333333,0.0,朝阳区
372,47.5640000000013,38.7750666666662,0.0,朝阳区
373,46.8294,38.0807333333332,0.0,朝阳区
374,46.5938000000001,37.8583666666662,0.0,朝阳区
375,46.3417499999999,37.621799999999,0.0,朝阳区
376,45.8802000000027,37.1903333333326,0.0,朝阳区
377,45.5785000000013,36.9041666666661,1.0,朝阳区
378,45.0641249999997,36.4144000000006,0.0,朝阳区
379,44.8293,36.1919999999998,0.0,朝阳区
380,44.3056000000013,35.6881666666666,0.0,朝阳区
381,43.4791250000011,34.9239666666676,0.0,朝阳区
382,43.4117250000021,34.8587333333323,0.0,朝阳区
383,42.3854250000026,33.8955333333336,0.0,朝阳区
384,38.2013250000028,32.6068000000011,0.0,朝阳区
385,37.0531249999999,31.8526000000006,1.0,朝阳区
386,36.7564250000001,31.6576999999991,0.0,朝阳区
387,35.8595000000008,31.0685333333325,0.0,朝阳区
388,35.3940250000022,30.7794666666676,0.0,长春新区(高新)
389,38.5702750000014,32.6663666666676,0.0,朝阳区
390,38.4723500000028,32.8122333333335,0.0,朝阳区
391,28.4958250000003,31.0882666666667,0.0,汽开区
392,28.1729750000004,32.0220666666676,0.0,汽开区
393,28.015700000001,32.4637666666661,0.0,汽开区
394,27.9658000000005,32.6074999999998,0.0,汽开区
395,27.8852750000027,32.8279999999997,0.0,汽开区
396,27.8616750000005,32.8925999999991,0.0,汽开区
397,27.555900000003,33.7307333333333,0.0,汽开区
398,27.3963500000001,34.1742999999989,0.0,汽开区
399,27.2045750000025,34.6794333333331,2.0,汽开区
400,27.3727749999999,34.1658666666665,0.0,汽开区
401,27.5318500000026,33.721500000001,0.0,汽开区
402,27.8297750000007,32.8775999999991,0.0,汽开区
403,27.8534750000006,32.8129333333322,0.0,汽开区
404,27.9300249999999,32.5952999999994,0.0,汽开区
405,27.9814500000022,32.4526666666666,0.0,汽开区
406,28.1456500000026,32.0075333333326,0.0,汽开区
407,28.4688000000024,31.0747666666676,0.0,汽开区
408,26.5070500000029,36.6291333333327,0.0,汽开区
409,46.1502750000022,26.7651999999998,0.0,长春新区(高新)
410,45.3042500000009,26.7524666666669,1.0,长春新区(高新)
411,42.5372500000023,26.4560000000008,0.0,长春新区(高新)
412,51.4822000000024,24.006700000001,0.0,南关区
413,50.7553000000023,23.7254666666663,0.0,南关区
414,48.9302500000015,22.9927999999996,0.0,南关区
415,47.829225000001,22.5562666666666,0.0,南关区
416,47.0828500000025,22.2497999999997,0.0,南关区
417,46.9056750000014,22.1786666666664,0.0,南关区
418,46.524625,22.0256333333329,0.0,南关区
419,46.3979000000023,21.9747666666663,0.0,南关区
420,45.9993250000004,21.8147000000002,0.0,南关区
421,45.5685750000008,21.6417333333325,0.0,南关区
422,45.0845750000006,21.4515666666676,0.0,南关区
423,44.6024750000014,21.2540333333327,0.0,南关区
424,44.1113000000009,21.0539000000007,0.0,南关区
425,43.5740500000001,20.8394333333336,0.0,长春新区(高新)
426,42.4669250000029,20.3883666666655,0.0,长春新区(高新)
427,67.9738500000013,14.9454333333334,0.0,净月区
428,67.8593999999997,17.0325333333328,0.0,净月区
429,67.7958000000025,22.9302666666674,0.0,净月区
430,67.6965250000023,26.6560000000003,0.0,净月区
431,67.6140750000016,27.0634999999994,0.0,净月区
432,67.6484750000022,26.9448000000002,0.0,净月区
433,67.6522000000013,26.7144666666657,0.0,净月区
434,67.659250000002,26.2807000000009,0.0,净月区
435,74.1355000000006,28.8348000000009,0.0,经开区
436,72.7606250000008,27.3330000000011,1.0,净月区
437,74.7493250000026,29.3794666666661,0.0,经开区
438,75.6165000000024,30.3512999999995,1.0,经开区
439,76.0383250000025,31.7835333333344,0.0,经开区
440,76.0261250000021,32.5033333333333,0.0,经开区
441,76.0158250000025,33.1925000000008,0.0,经开区
442,74.4538250000026,29.4987666666676,0.0,经开区
443,74.2642000000018,29.4558000000009,0.0,经开区
444,74.0718250000008,29.2632666666677,0.0,经开区
445,74.2211000000026,28.7621333333329,0.0,经开区
446,74.4672749999999,28.6953333333339,0.0,经开区
447,74.6343250000017,28.7352666666673,0.0,经开区
448,74.8132249999998,28.8946666666661,0.0,经开区
449,74.8696500000001,29.1139666666661,0.0,经开区
450,74.7041750000008,29.4174666666673,0.0,经开区
451,79.151275000001,31.8384666666655,0.0,经开区
452,79.1176,33.2290333333323,0.0,经开区
453,38.1412500000025,39.0611666666677,0.0,汽开区
454,38.1902500000031,38.9902999999994,0.0,汽开区
455,38.6764750000026,38.3024333333329,0.0,汽开区
456,39.1585750000019,37.6335333333344,0.0,汽开区
457,52.0170499999999,32.8499333333336,0.0,朝阳区
458,52.5418000000002,32.854433333334,0.0,朝阳区
459,46.0961500000003,32.7513333333324,0.0,朝阳区
460,46.7207250000001,32.7628666666655,0.0,朝阳区
461,48.794400000002,32.7995333333343,1.0,朝阳区
462,49.0552000000015,32.8033,1.0,朝阳区
463,49.3785250000016,32.8079666666667,0.0,朝阳区
464,50.3098500000014,32.8216666666658,1.0,朝阳区
465,51.0777750000031,32.8344000000011,0.0,朝阳区
466,52.2591749999997,52.2445000000005,0.0,宽城区
467,52.2583250000004,52.2156666666665,0.0,宽城区
468,52.2677500000022,51.4654999999991,0.0,宽城区
469,52.2723500000026,51.1090333333328,2.0,绿园区
470,46.7452250000022,40.7312000000009,0.0,朝阳区
471,46.763900000002,40.7470000000008,0.0,朝阳区
472,47.0312000000028,40.9848666666666,1.0,朝阳区
473,47.180700000002,41.6432666666656,0.0,朝阳区
474,47.1717750000025,41.7614999999998,0.0,朝阳区
475,54.5100000000005,43.936100000001,0.0,朝阳区
476,54.4857000000008,43.9344999999989,1.0,朝阳区
477,53.888275000002,43.9343666666664,0.0,朝阳区
478,53.3469500000017,44.3980999999999,0.0,朝阳区
479,53.0075750000023,44.6509999999994,0.0,朝阳区
480,52.7883750000022,44.756466666667,0.0,朝阳区
481,52.7583250000028,44.7559333333345,0.0,朝阳区
482,52.1957500000028,44.7529666666663,0.0,朝阳区
483,51.5717750000029,44.7480666666659,0.0,朝阳区
484,51.0574750000004,44.7486000000007,1.0,朝阳区
485,51.1522000000007,37.1821000000002,0.0,朝阳区
486,51.147150000002,37.4572666666661,0.0,朝阳区
487,51.1429750000012,37.6885333333329,0.0,朝阳区
488,51.1429750000012,38.1248333333322,0.0,朝阳区
489,51.1356750000012,38.5608333333328,0.0,朝阳区
490,51.1310500000022,39.068433333334,0.0,朝阳区
491,51.1214000000031,39.5978333333342,0.0,朝阳区
492,51.1030750000003,40.2326999999995,0.0,朝阳区
493,51.0973250000006,40.5176000000012,0.0,朝阳区
494,51.0930000000016,40.7791333333331,0.0,朝阳区
495,51.0886750000026,41.0393333333327,0.0,朝阳区
496,51.0838250000028,41.2663333333327,0.0,朝阳区
497,51.0794750000017,41.469233333333,0.0,朝阳区
498,51.0748000000021,41.8232999999996,0.0,朝阳区
499,51.0734500000005,41.8516666666662,0.0,朝阳区
500,49.5042750000003,43.5179,0.0,朝阳区
501,49.2129000000006,43.5140666666669,0.0,朝阳区
502,48.7105999999997,43.5068333333343,1.0,朝阳区
503,48.1360500000001,43.5800333333323,1.0,朝阳区
504,48.1004250000012,43.5981333333331,1.0,朝阳区
505,47.7023750000001,43.8003000000009,1.0,绿园区
506,47.6387500000008,43.833633333333,0.0,绿园区
507,74.4434250000019,54.9366666666676,0.0,二道区
508,74.5354500000026,55.0248666666657,0.0,二道区
509,16.415600000002,27.1542333333343,0.0,汽开区
